name,Categoria,address,CodiceIdentificativo,telephone,email,website,iso3
Se...Telefonando Di Giudi Donatella,Aziende SacrofanoNegozi Sacrofano,"Via Maddalena Umberto, 1, Sacrofano Roma, Italia  ",430560,06 908 8923,,,
Conti Paola,Aziende SacrofanoOsterie SacrofanoNegozi SacrofanoPanetterie Sacrofano,"Via dello Stadio, Sacrofano, Rome, Italy  ",430557,06 908 6598,,,
Sugar Video Di Marco Fornasaro,Aziende SacrofanoNegozi Sacrofano,"Via dello Stadio, Sacrofano, Rome, Italy  ",430558,06 908 6959,,,
G. & D. S.r.l.,Aziende SacrofanoNegozi Sacrofano,"Via dello Stadio, Sacrofano, Rome, Italy  ",430559,06 903 9130,,,
Serata Angelo,Aziende SacrofanoNegozi SacrofanoNegozi di casalinghi Sacrofano,"Via dello Stadio, 151, Sacrofano, Rome, Italy  ",430554,06 908 6697,,,
Il Cellulare Di Formello,Aziende SacrofanoNegozi Sacrofano,"Viale Roma, 24, Sacrofano, Rome, Italy  ",430555,06 908 8768,,,
Ges.Com. S.A.S. Di Grassi Giampiero E C.,Aziende SacrofanoOsterie SacrofanoNegozi SacrofanoPanetterie Sacrofano,"Viale Roma, Sacrofano, Rome, Italy  ",430556,06 908 9052,,,
Angelici Alessandro,Aziende SacrofanoOsterie SacrofanoNegozi Sacrofano,"Via Maddalena Umberto, 1, Sacrofano, Rome, Italy  ",430551,06 908 9081,,,
Colorificio Ra.Al. Di Raffaele Licenziato E Alessio Pedica,Aziende SacrofanoNegozi SacrofanoNegozi di casalinghi Sacrofano,"Viale Roma, 39, Sacrofano, Rome, Italy  ",430552,06 907 5077,,,
Centro Del Colore Di Carmelo E Alessandro Darida Sas,Aziende SacrofanoNegozi SacrofanoNegozi di casalinghi Sacrofano,"Via per Castelnuovo, Sacrofano, Rome, Italy  ",430553,06 908 6429,,,
Sempre Verde Srl,Aziende SacrofanoNegozi SacrofanoNegozi di casalinghi Sacrofano,"Via per Castelnuovo, 18, Rome, Italy  ",430549,06 907 8742,,,
cardarelli legnami,Aziende SacrofanoNegozi Sacrofano,"Località Monte Cardinale, Sacrofano Roma, Italia  ",430550,06 903 9006,,,
Bianchi Alessandro,Aziende Gallicano nel LazioNegozi Gallicano nel Lazio,"Viale Aldo Moro, 45, Gallicano nel Lazio, Rome, Italy  ",430507,06 9546 3395,,,
Betti Annunziata,Aziende Gallicano nel LazioNegozi Gallicano nel Lazio,"Via Tre Novembre, 1, Gallicano nel Lazio, Rome, Italy  ",430509,06 9546 2004,,,
Ce.Di.Pa Supermercati Srl,Aziende Gallicano nel LazioOsterie Gallicano nel LazioNegozi Gallicano nel LazioNegozi di Alimentari Gallicano nel Lazio,"Viale Aldo Moro, 58, Gallicano Nel Lazio, Rome, Italy  ",430510,06 9546 0727,,,
Pinci Maria Adele,Aziende Gallicano nel LazioNegozi Gallicano nel LazioNegozi di Abbigliamento Gallicano nel Lazio,"Piazza Vittorio Emanuele III, 2, Gallicano nel Lazio, Rome, Italy  ",430504,06 9546 2392,,,
Macelleria Novelli Andrea,Aziende Gallicano nel LazioOsterie Gallicano nel LazioNegozi Gallicano nel Lazio,"Piazza Vittorio Emanuele III, 2, Gallicano nel Lazio, Rome, Italy  ",430505,06 9546 2028,,,
Caporello Sonia,Aziende Gallicano nel LazioNegozi Gallicano nel Lazio,"Via Maestra, 40, Gallicano Nel Lazio, Rome, Italy  ",430506,06 9546 0644,,,
Farmacia Stazi Dr. Ubaldo,Aziende Gallicano nel LazioErboristerie Gallicano nel LazioNegozi Gallicano nel LazioFarmacie Gallicano nel Lazio,"Viale Aldo Moro, 88, Gallicano Nel Lazio, Rome, Italy  ",430502,06 9546 0251,,,
Tranquilli Luca,Aziende Gallicano nel LazioOsterie Gallicano nel LazioNegozi Gallicano nel LazioPanetterie Gallicano nel Lazio,"Via Colle S. Rocco, Gallicano nel Lazio, Rome, Italy  ",430503,06 954 8134,,,
Marina Forte - Psicologa Psicoterapeuta Sacrofano,Aziende SacrofanoErboristerie Sacrofano,"Via dello Stadio, Sacrofano, Rome, Italy  ",430500,327 115 3280,,,
Kutschera Dr. Fabrizio,Aziende SacrofanoErboristerie SacrofanoNegozi SacrofanoFarmacie Sacrofano,"Via dello Stadio, Sacrofano, Rome, Italy  ",430497,06 908 6085,,,
Foto Ottica L 'Effetto S.R.L.,Aziende SacrofanoErboristerie SacrofanoNegozi Sacrofano,"Via Maddalena Umberto, 1, Sacrofano, Rome, Italy  ",430498,06 908 9255,,,
Laboratorio Odontotecnico Hi-Tech Di Mirdita F.& Severini A. Snc,Aziende SacrofanoErboristerie Sacrofano,"Via Maddalena Umberto, 1, Sacrofano, Rome, Italy  ",430499,06 908 8262,,,
Ambulatorio Polispecialistico San Biagio,Aziende SacrofanoErboristerie Sacrofano,"Via dello Stadio, 5, Sacrofano, Rome, Italy  ",430494,06 9011 0288,,,
Polimedica R.B. S.R.L.,Aziende SacrofanoErboristerie Sacrofano,"Via dello Stadio, 60, Sacrofano, Rome, Italy  ",430495,06 908 6563,,,
Laboratorio Analisi Mediche Salvatori Srl,Aziende SacrofanoErboristerie Sacrofano,"Largo Cardinal Gasparri, 9, Sacrofano, Rome, Italy  ",430496,06 9011 2435,,,
Cooperativa Sociale Integrazione E Società A R.L.,Aziende SacrofanoErboristerie Sacrofano,"Via per Castelnuovo, Sacrofano, Rome, Italy  ",430493,06 908 6325,,,
Mediasiti,Aziende Rocca Priora,"Via Nazario Sauro, 18, Rocca Priora Roma, Italia  ",430160,06 947 1928,,,
Agenzia Immobiliare PUCCI di Alessandro Pucci,Aziende Rocca Priora,"Via Tuscolana Km.28,800, snc, Rocca Priora Roma, Italia  ",430161,06 940 5230,,,
Azienda Unita Sanitaria Locale Roma H,Aziende Rocca Priora,"1 Via Rosmini Antonio, Monte Compatri, RM 00040, Italia  ",430162,06 948 5002,,,
Il Piccolo Paradiso,Aziende Rocca Priora,"Via Carpinello, 47, Rocca Priora Roma, Italia  ",430157,06 9443 0087,,,
Autoscuola Agenzia Corbium,Aziende Rocca Priora,"Via degli Olmi, 41, Rocca Priora Roma, Italia  ",430158,06 947 2278,,,
Banca Di Credito Cooperativo Del Tuscolo,Aziende Rocca PrioraBancomat Rocca PrioraIstituti finanziari Rocca PrioraBanche Rocca Priora,"Via della Rocca, 18, Rocca Priora Roma, Italia  ",430159,06 940701,,,
Costa Del Monte,Aziende Rocca PrioraAlberghi Rocca Priora,"Via della Molara, 45, Rocca Priora Roma, Italia  ",430154,06 9407 4011,,,
Hotel Villa la Rocca SNC di Emma Acampora & C.,Aziende Rocca PrioraAlberghi Rocca PrioraOsterie Rocca Priora,"Via dei Castelli Romani, 18, Rocca Priora Roma, Italia  ",430155,06 9407 4096,,,
Affiliato Frimm Kedil Srl,Aziende Rocca Priora,"Via degli Olmi, 35, Rocca Priora Roma, Italia  ",430156,06 947 0910,,,
Spazio Articolo Nove,Aziende PalestrinaNegozi PalestrinaLibrerie Palestrina,"Via Barberini, 24, Palestrina Roma, Italia  ",429976,06 3105 4212,,,
Azienda Usl Rm G,Aziende Gallicano nel Lazio,"Via Armando Diaz, Gallicano nel Lazio Roma, Italia  ",429947,06 9546 0095,,,
Sa.Ma. Costruzioni Srl,Aziende Gallicano nel Lazio,"Via Tre Novembre, 10, Gallicano Nel Lazio Roma, Italia  ",429948,06 954 8136,,,
Associazione Culturale Agriturismo Degli Acquedotti,Aziende Gallicano nel Lazio,"Via Colle S. Rocco, 38, Gallicano Nel Lazio Roma, Italia  ",429944,06 9546 0778,,,
Ldv Srl,Aziende Gallicano nel Lazio,"47 Colle Del Pero, Zagarolo, RM 00039, Italia  ",429945,06 952 4088,,,
Carabinieri,Aziende Gallicano nel LazioPolizia Gallicano nel Lazio,"Viale Aldo Moro, 28, Gallicano nel Lazio Roma, Italia  ",429946,06 954 8205,,,
gsi noleggi,Aziende Gallicano nel Lazio,"Via Colle Selva, 57, Gallicano Nel Lazio Roma, Italia  ",429941,320 039 7708,,,
Blu Elettrika,Aziende Gallicano nel LazioNegozi Gallicano nel Lazio,"Piazza Sant'Andrea, 5, Gallicano Nel Lazio Roma, Italia  ",429942,333 968 9669,,,
Comune Di Palestrina,Aziende Gallicano nel Lazio,"Via Provinciale, Palestrina, RM 00036, Italia  ",429943,06 957 3155,,,
Sordi Maurizio,Aziende Gallicano nel Lazio,"Via del Roseto, 5, Gallicano nel Lazio Roma, Italia  ",429938,06 954 8162,,,
Vivaio Meda Di Enrico Di Serafino,Aziende Gallicano nel LazioOsterie Gallicano nel LazioNegozi Gallicano nel LazioNegozi di casalinghi Gallicano nel Lazio,"4 v. Pedemontana, Gallicano Nel Lazio, RM 00010, Italia  ",429939,06 954 8045,,,
a.s. full dance,Aziende Gallicano nel Lazio,"Via dell'Industria 3, San Cesareo Roma, Italia  ",429940,06 958 9374,,,
A Casa Di Amelì,Aziende Gallicano nel LazioAlberghi Gallicano nel Lazio,"Via delle Ville, 6, Gallicano Nel Lazio Roma, Italia  ",429936,366 335 5726,,,
Animal's Paradise di Guidobaldi Nicolò,Aziende Anguillara SabaziaNegozi Anguillara SabaziaNegozi di animali Anguillara Sabazia,"Anguillara Sabazia Roma, Italia  ",429878,380 492 9820,,,
Uff. Post. Gallicano Nel Lazio,Aziende Gallicano nel LazioIstituti finanziari Gallicano nel LazioUffici postali Gallicano nel Lazio,"Via Via XXIV Maggio, 1, Gallicano nel Lazio Roma, Italia  ",429814,06 9546 3431,,,
Marocchini Geom. Loreto,Aziende Roiate,"2 Via Santissima Trinita', Roiate, RM 00030, Italia  ",429761,06 956 9320,,,
Fianco Lina,Aziende Roiate,"Via S. Maria, 35, Roiate Roma, Italia  ",429762,0775 594311,,,
Lolli Fratelli (S.N.C.),Aziende Roiate,"Via S. Maria, Roiate Roma, Italia  ",429763,0775 595729,,,
Hotel Mafalda,Aziende RoiateAlberghi Roiate,"Via Sacalambra 32, Roiate, Italy  ",429758,06 956 9013,,,
Associazione Volontari Protezione Civile Di Roiate,Aziende Roiate,"Via Scalambra, 1, Roiate Roma, Italia  ",429759,06 9568 0008,,,
Proietti Gianni,Aziende Roiate,"Piazza Umberto I, 5, Roiate Roma, Italia  ",429760,06 956 9387,,,
Ristorante La Vecchia Frasca,Aziende Frascati,"Via G. Buttarelli, 12, Frascati Roma, Italia  ",429322,06 9401 7045,,,
Le Streghe Ubriache,Aziende Frascati,"Via Gioberti, 6, Frascati, Roma, Italy  ",429323,06 942 1645,,,
Villa Aldobrandini,Aziende Frascati,"Via Cardinal Massaia, 18, Frascati Roma, Italia  ",429318,06 683 3785,,,
Villa Falconieri,Aziende Frascati,"Strada per Tuscolo, Frascati Roma, Italia  ",429319,,,,
Villa Torlonia,Aziende Frascati,"Piazza Guglielmo Marconi, Frascati Roma, Italia  ",429320,06 941841,,,
FunerItaly Fonte Nuova - Onoranze Funebri,Aziende Fonte NuovaPompe funebri Fonte Nuova,"Via Nomentana, 479, Tor Lupara Roma, Italia  ",429226,06 6065 4839,,,
parkingfiumicino,Aziende FiumicinoParcheggi Fiumicino,"Via Remo la Valle, 30, Fiumicino Roma, Italia  ",429159,339 424 1747,,,
Luxury Park,Aziende FiumicinoParcheggi Fiumicino,"Via Portuense, 2462, Fiumicino Roma, Italia  ",429158,06 8769 3288,,,
Arredamenti Elettrodomestici R.P.,Aziende MontelibrettiNegozi MontelibrettiNegozi di casalinghi MontelibrettiNegozi di arredamento Montelibretti,"Via Roma, 77, Montelibretti Roma, Italia  ",429156,0774 608042,,,
La Farmaceutica Dr. Levi S.A.S.,Aziende Montelibretti,"Corso Umberto, 69, Montelibretti Roma, Italia  ",429157,0774 600791,,,
Ristorante Pizzeria Valle Sabina,Aziende Montelibretti,"Via Roma, 250, Montelibretti Roma, Italia  ",429153,0774 609366,,,
Associazione Nazionale Vigili Del Fuoco In Congedo,Aziende Montelibretti,"Via Vignacce, 12, Roma, Italia  ",429154,0774 609095,,,
Alcaedil Srl,Aziende Montelibretti,"1 Via Delle Terre Sabine, Montelibretti, RM 00010, Italia  ",429155,0774 609890,,,
Studio Montelibretti Srl,Aziende Montelibretti,"Corso Umberto, 13, Montelibretti Roma, Italia  ",429150,0774 609891,,,
Bed & Breakfast 1913,Aziende MontelibrettiAlberghi Montelibretti,"Via Valle dei Prati, 60, Montelibretti Roma, Italia  ",429151,331 509 7708,,,
Montelibretti Calcio Associazione Sportiva Dilettantistica,Aziende Montelibretti,"Via I Maggio, Montelibretti Roma, Italia  ",429152,0774 608779,,,
Lulli Costantino,Aziende MontelibrettiNegozi Montelibretti,"Via Roma, 240, Montelibretti Roma, Italia  ",429148,0774 609329,,,
Comune Di Montelibretti,Aziende Montelibretti,"10 Piazza Della Repubblica, Montelibretti, RM 00010, Italia  ",429149,0774 608018,,,
Piazzale Giuseppe Impastato,Aziende TivoliParcheggi Tivoli,"Tivoli Roma, Italia  ",429128,,,,
Piazza Massimo,Aziende TivoliParcheggi Tivoli,"Piazza Massimo, Tivoli Roma, Italia  ",429125,0774 336564,,,
Piazzale Grande Torino,Aziende TivoliParcheggi Tivoli,"Viale Picchioni, Tivoli Roma, Italia  ",429126,,,,
Parcheggio della stazione,Aziende TivoliParcheggi Tivoli,"Via Sant'Agnese, Tivoli Roma, Italia  ",429127,,,,
Parcheggio della Panoramica,Aziende TivoliParcheggi Tivoli,"Piazza Giuseppe Garibaldi, Tivoli Roma, Italia  ",429124,,,,
Sogni e Stelle,Aziende MonterotondoNegozi MonterotondoSaloni di Bellezza Monterotondo,"Via San Martino, 36, Monterotondo Roma, Italia  ",429117,06 906 1079,,,
Parking Battistini,Aziende RomaParcheggi Roma,"Via Mattia Battistini, 125, Roma, Italia  ",429114,06 4543 3574,,,
Garage Boccea,Aziende RomaParcheggi Roma,"Via Domenico Tardini, 19-23, Roma, Italia  ",429113,06 662 9838,,,
Cappelli Sport,Aziende Genzano di RomaNegozi Genzano di RomaNegozi di Abbigliamento Genzano di Roma,"Via Fratelli Colabona, 67, Genzano di Roma Roma, Italia  ",428850,06 939 7862,,,
Linea Tenda,Aziende Genzano di RomaNegozi Genzano di RomaNegozi di casalinghi Genzano di Roma,"Via Sebastiano Silvestri, 200, Genzano di Roma Roma, Italia  ",428851,06 9395 3080,,,
Eurotelefonia Sas,Aziende Genzano di RomaNegozi Genzano di Roma,"Corso Don Giovanni Minzoni, 30, Genzano di Roma Roma, Italia  ",428852,06 939 9566,,,
Agostinelli,Aziende Genzano di RomaNegozi Genzano di Roma,"Corso Antonio Gramsci, 26, Genzano di Roma Roma, Italia  ",428847,06 936 3624,,,
Elide & C.Snc,Aziende Genzano di RomaNegozi Genzano di RomaNegozi di Abbigliamento Genzano di Roma,"Corso Antonio Gramsci, 23, Genzano di Roma Roma, Italia  ",428848,06 939 8215,,,
Del Frate Tabacchi,Aziende Genzano di RomaNegozi Genzano di Roma,"Corso Don Giovanni Minzoni, 61, Genzano di Roma Roma, Italia  ",428849,06 939 6306,,,
Tre m S. A. S.,Aziende Genzano di RomaNegozi Genzano di RomaNegozi di casalinghi Genzano di Roma,"Via Selva, 88, Genzano di Roma Roma, Italia  ",428845,06 939 6382,,,
Expert,Aziende Genzano di RomaNegozi Genzano di RomaNegozi di casalinghi Genzano di Roma,"Via Nenni, 1, Genzano di Roma Roma, Italia  ",428846,06 936 4461,,,
Farmacia Carafa Genzano Di Carafa Dr. Emidio,Aziende Genzano di RomaErboristerie Genzano di RomaNegozi Genzano di RomaFarmacie Genzano di Roma,"Via Italo Belardi, 19, Genzano di Roma Roma, Italia  ",428842,06 939 6003,,,
Drin Service,Aziende Genzano di RomaNegozi Genzano di Roma,"Via Don Nazario Galieti, 2, Genzano di Roma Roma, Italia  ",428843,06 936 4605,,,
Ferramenta Pucci di Sandro Ducci C. Sas,Aziende Genzano di RomaNegozi Genzano di RomaNegozi di serramenti Genzano di Roma,"Via Giuseppe Garibaldi, 5, Genzano di Roma Roma, Italia  ",428844,06 939 6097,,,
Del Monte Dr.Ssa Catia,Aziende FrascatiErboristerie Frascati,"Via Villa Borghese, 7, Frascati Roma, Italia  ",427775,336 783 131,,,
PARRUCCHIERE FRASCATI - COIFFEUR PINA,Aziende FrascatiErboristerie FrascatiParrucchieri Frascati,"Via Santi Filippo e Giacomo, Frascati Roma, Italia  ",427777,06 942 2507,,,
Podologia Volpini - Dott. Volpini Maurizio,Aziende FrascatiErboristerie FrascatiMedici Frascati,"Via delle Fratte, 42, Frascati, Roma, Italy  ",427771,06 9401 5358,,,
Psicologo Psicoterapeuta Dott.Ssa Anna Maria De Ruosi,Aziende FrascatiErboristerie Frascati,"9 P. M.Te Grappa, Frascati, RM 00044, Italia  ",427773,346 580 4525,,,
Corilab S. R. L.,Aziende FrascatiErboristerie Frascati,"Via Duca D'Aosta, 8, Frascati Roma, Italia  ",427769,06 942 2520,,,
Casa Di Riposo Anziani Roma - Villa Letizia,Aziende FrascatiErboristerie Frascati,"Via 24 Maggio, 110a, Grottaferrata Roma, Italia  ",427770,06 9431 5321,,,
Ufficio Postale di Saracinesco,Aziende SaracinescoIstituti finanziari SaracinescoUffici postali Saracinesco,"Via G. Ferraris, 1, Saracinesco Roma, Italia  ",427595,0774 791053,,,
Lavanderia Self Service Assistita Florenwash,Aziende RomaLavanderie Roma,"Via Raffaele Conforti, Roma, Italia  ",427278,345 129 9453,,,
Ranucci Lisli,Aziende SubiacoIstituti finanziari SubiacoCommercialisti Subiaco,"Viale Repubblica, 22, Subiaco Roma, Italia  ",427241,0774 822682,,,
Centro Bellezza E Benessere =La Sorgente Della Giovinezza=,Aziende CivitavecchiaTerme Civitavecchia,"Via degli Orti, Civitavecchia, Rome, Italy  ",426806,0766 545647,,,
Body Line Snc Di Cherchi Mariarita E Amicucci Anna Lisa,Aziende CivitavecchiaTerme Civitavecchia,"Largo Monsignore Giacomo D'Ardia, 12, Civitavecchia, Rome, Italy  ",426805,0766 392777,,,
Mad Gold Compro Oro Gioielleria,Aziende LarianoNegozi LarianoGioiellerie Lariano,"Via Roma, 126, Lariano, Rome, Italy  ",426652,06 9649 0841,,,
Creato per Te gioielli,Aziende GrottaferrataNegozi GrottaferrataGioiellerie Grottaferrata,"Via Gregorio di Tuscolo, Grottaferrata, Rome, Italy  ",426651,06 9431 6097,,,
Compro Oro - Oro Gold,Aziende FiumicinoNegozi FiumicinoGioiellerie Fiumicino,"Via Enrico Berlinguer 19, Dietro Il Nuovo Comune, Fiumicino, Rome, Italy  ",426649,06 6500 9238,,,
studio odontoiatrico,Aziende RomaErboristerie RomaMedici RomaDentisti Roma,"Via Sisto IV, 151, Rome, Italy  ",426558,06 614 3947,,,
Tempera Dr. Enrico,Aziende RomaErboristerie RomaMedici Roma,"Via Lamberto da Fagnano, 10, Roma, Italy  ",426559,06 6641 7009,,,
Giglio Luca Teofilo,Aziende RomaErboristerie RomaMedici RomaDentisti Roma,"Circonvallazione Cornelia, 311, Rome, Italy  ",426560,06 663 2375,,,
Studio Odontoiatrico Boccea,Aziende RomaErboristerie RomaMedici RomaDentisti Roma,"Via Bra, Rome, Italy  ",426555,06 662 2907,,,
Marco Pagliari,Aziende RomaErboristerie RomaMedici Roma,"22/B/16 v. Crisafulli, Roma, RM 00100, Italia  ",426556,06 3973 7040,,,
Commentucci Dr. Antonello,Aziende RomaErboristerie RomaMedici RomaDentisti Roma,"Via Francesco Tamagno, Roma, Italy  ",426557,06 628 1691,,,
Libreria Boccea,Aziende RomaNegozi RomaLibrerie Roma,"Via di Boccea, 249, Rome, Italy  ",426359,06 663 7196,,,
Mercatopoli Roma Boccea,Aziende RomaNegozi RomaNegozi di casalinghi RomaNegozi di Abbigliamento RomaLibrerie RomaNegozi di arredamento Roma,"Via Soriso, 10, Rome, Italy  ",426358,06 6651 4319,,,
Speed Informatica,Aziende Roma,via andrea del castagno 22  ,426255,3200113232,egomico77[at]yahoo.it,www.softwarecontabilita.net,
Agenzia Funebre Spinucci Funeral Service 2006 Srl,Aziende SacrofanoPompe funebri Sacrofano,"Viale Roma, 24, Sacrofano, Rome, Italy  ",425943,06 9014 6473,,,
Ulderico Sas Di Piergiovanni Leonardo & C.,Aziende SacrofanoPompe funebri Sacrofano,"Piazza XX Settembre, 8, Sacrofano, Rome, Italy  ",425944,06 907 1443,,,
Farmacia Palmieri Francesco,Aziende NerolaErboristerie NerolaNegozi NerolaFarmacie Nerola,"Via Romana, Nerola, Rome, Italy  ",425587,0774 644039,,,
Fa.mark. S.r.l.,Aziende NerolaCentri commerciali Nerola,"106 Via Fraz. Acqua Viva, Nerola, RM 00017, Italia  ",425588,0774 640143,,,
Grafica D'Arte Lombardi Di Moneta Luisa,Aziende Nerola,"Via IV Novembre, 10, Nerola, Rome, Italy  ",425589,0774 683074,,,
Sesto Canto - Ristorante Pizzeria,Aziende Nerola,"Piazza San Sebastiano, 8, Nerola, Rome, Italy  ",425584,0774 683253,,,
La Serenita' S.R.L.,Aziende NerolaErboristerie Nerola,"Piazza Roma, 5, Nerola, Rome, Italy  ",425585,0774 644794,,,
Spagnoli Edoardo,Aziende Nerola,"Via Bigelli Aldo, 47, Nerola, Rome, Italy  ",425586,0774 683353,,,
Trattoria Rocchetto,Aziende Nerola,"Via Salaria Vecchia, km 48.100, Nerola, Rome, Italy  ",425581,0774 683086,,,
La Locanda Del Duca,Aziende Nerola,"Piazza San Sebastiano, 8, Nerola, Rome, Italy  ",425582,0774 683337,,,
Sviluppo Siti Internet Web Agency,Aziende Nerola,"Via dei Pini, 35, Poggio Corese, Rieti, Italy  ",425583,327 706 5979,,,
Sabina Agrigarden,Aziende Nerola,"v. Fonte Calamaro, Nerola, RM 00017, Italia  ",425579,0774 640211,,,
"La Serenità srl, case di riposo per anziani",Aziende Nerola,"Via Colle Martino 5, Nerola, Rome, Italy  ",425580,0774 683466,,,
Museo dell'Osservatorio,Aziende Monte Porzio CatoneMusei Monte Porzio Catone,"Viale Frascati, 33, Monte Porzio Catone, Rome, Italy  ",425442,06 942 8641,,,
Il Rifugio dei Golosi di Tumminelli Sara,Aziende BraccianoOsterie BraccianoErboristerie BraccianoNegozi BraccianoNegozi di Alimentari Bracciano,"Via Giuseppe Palazzi, 8, Bracciano, Rome, Italy  ",425377,06 3105 7936,,,
Prodotti Biologici Terracanta Di Zuloaga Correa Maria Cecilia Gemma,Aziende BraccianoOsterie BraccianoErboristerie BraccianoNegozi BraccianoNegozi di Alimentari Bracciano,"Via Principe di Napoli, 50, Bracciano, Rome, Italy  ",425378,06 9826 8193,,,
BAR ENOTECA CIUCOALLEGRO,Aziende BraccianoOsterie BraccianoNegozi BraccianoEnoteche BraccianoBar BraccianoNegozi di Alimentari Bracciano,"Via Agostino Fausti, 34, Bracciano, Rome, Italy  ",425374,06 9724 0132,,,
Conad Superstore,Aziende BraccianoOsterie BraccianoNegozi BraccianoNegozi di Alimentari Bracciano,"Centro Commerciale Bracciano, Via Sandro Pertini, 2, Bracciano Roma, Italia  ",425375,06 9980 6369,,,
Sagial S.r.l.,Aziende BraccianoOsterie BraccianoNegozi BraccianoNegozi di Alimentari Bracciano,"c/o Centro Commerciale Bracciano, Via Sandro Pertini, 2, Bracciano Roma, Italia  ",425376,06 9980 6369,,,
Antica Norcineria del Corso S.r.l.,Aziende VelletriOsterie VelletriNegozi VelletriNegozi di Alimentari Velletri,"Corso della Repubblica, 55, Velletri, Rome, Italy  ",425291,06 963 0385,,,
